src,tgt_translated,baseline_src,silver_src
How are you. Wish you a great semester,我 很 好 ， 祝 你 一个 出色 的 学期 。,"I'm leh hor, wish u a gud semester lah, may u study hard & get many A's, jiayou!","Lah, I'm okay lah. Wishing you a fantastic semester, hope you study hard every day ah, and you will have a great time, especially during semester, okay?"
Hi <name> I want to express my deep appreciation to u for the magicshow u have performed to the elderly party yesterday. They wereastounded by your show. May we have more of such meaningfulpartnership in days ahead. Thanks again! :) Mr lau hsr.,亲爱 的 < name > ， 我 想 向 您 表达 深深 的 感谢 ， 因为 昨天 您 为 老年 party 所 进行 的 魔术 表演 真的 让 他们 感到 惊奇 。 希望 我们 在 将来 能够 有 更 多 这样 的 有 意义 的 合作 。 感谢您 再次 ！ : )   刘 Sir,"Ni hao <name> wanna say thanks banyak lah to u for orgaizin' dat magicshow ya, make ahole bunch of elderly folks at d party wow la, very impressed leh! Hope can have more such meaningful kawan-kawan (partnership) in future days to come, terima kasih lagi! Mr Lau HSR.","Hi Ah Gong, I want express my deep appreciation lah for the magicshow you have perform to the elderly party yesady. They were astound by your show leh. May we have more of such meaningfulpartnership in days ahead hor? Thanks again lah! :) Mr Lau HSR."
I am literally in bed and have been up for like  <#>  hours,我 实际上 已经 在 床上 了 ， 已经   awake   了 像 < # > 个 小时 了,我literally在bed上了，已经stay up到like数个小时了,"I literally in bed lor, and I been up for like few hours, now I only got <#> hours of sleep left, mah."
Gud ni8.swt drms.take care,好夜 睡 得 很 sweet ， 梦里 take   care,Good ni8 sweet drama. take care,"Gud ni8.swt drms.take care of urself la, always remember to take care"
"this morning i got a friend who told me she think  guys who cry  are weakling on the other hand i think she is  not mature enough guy have feeling too, cantthey cry  ?",今天 早上 我 遇到 了 一个 朋友 ， 她 说 她 认为 男人 哭泣 是 软弱 的 ， 反之 ， 我 认为 她 不够 成熟   Guys   也 有 情感 ， 不能 哭泣 吗 ？,"Dis morning, got 1 friend tell me she think liao, guy who cry are ""beng kong"" (weakling), but me think she ""not mature enough lar"", guys also have feel, why cannot cry ah?","Dis morning, got one friend say she think liao, guys who cry ah, weak ah. But I think she no mature lah, guy also got feeling, why can't cry lor?"
Sorry!! Huh then your dad also cmi?,你 爸 也 来 吗 ？,"""Sorry leh, den ur pa also study lah CMI (Chinese Medicine) ah?""","Huh, sorry!! Your dad also cmi? Then lah, he also go study at NUS, like me, hor?"
"Haha... Ur dun go jian fei without me ah... Wait 4 me... Oh ya, i juz email u e website to e photos... Got time den go c c...",哈哈 ， 你 不 去 见 飞 不行 啊 ... 等 我 ... 哦 呀 ， 我 刚发 你 电子邮件 网站 照片 ... 有 时间 后 去 查查 ...,哈哈…你咪走先去边界without我啊…等我一会…哦，唷，我刚email你那网站的照片…有时间后去看吧…,"Haha... Ur dun go jian fei without me ah... Wait 4 me... Juz email u e website lah, got photos... I got time den go c c... U gotta wait ah, dun go jian fei alone la, me go together ur, den we go c..."
"Dun put words into my mouth, i din say dat. No matter wat becomes of u i still wan k. But dun break e bed. Aiyar dun crap already lar u. Say until i hungry.",不要 在 我 嘴巴 裡放話 ， 我 沒 說過 那句 話 。 無論 你 變成 什麼 樣子 ， 我 仍然 想 你 。 但 不要 破壞 床 。 哎呀 不要 亂 扔 already   lar 你 。 說 到 我 餓 了 。,"Dun put words into my mouth, i din say dat. **Wǒ bù shuō nà**. No matter wat happens to u i still want k**. **Bù guān nǐ de jiàn zào**, but dun break e bed **bù kāi chuǎn chū shàng**. Aiyar **bù xiǎng bù xiǎng** already lar u. **Bù xiǎng shuō zài** until i hungry.","Dun put words into my mouth lah, i din say dat already lar. No matter wat happens to u, i still wan k. But aiyar dun break e bed., or i'll get very angry and crap already lar u. Say until i am hungry."
Ya wat... Dun have...I checked e whole tape liao..,哎呀 ， 我 找 不到 ... 我 检查 了 整个 录带 了,Ya lah... No get... Chek whole video already lah...,Ya wat... Dun have... I checked e whole tape already liao..
Hee!!muuacks. I looove u so much !! U so sayang me also. Kiisses!!,哈哈 ！ ！ 嘘嘘 ！ ！ 我 也 爱 你 很   much ！ ！ 你 也 对 我 很 关心 我 。 亲亲 ！ ！,"Ahah, romansa lah! Translate to code mix sentence: """" (An'ei, wǒ ài nǐ nǎlǐ, nǐ ài wǒ yě. xī kīsīs!!"")",Hee!!muuacks. I love u so much!! U sayang me also. Kiisses!!
Eh wan fight izzit? One on one,你 愿 打 一架 吗 ？ 一对一,你想打仗吗？单挑single combat lar lah.,"""Eh"" wanna know lah, one-on-one fight lar, wanna see who got skillz lah, you vs me, fight to da death lah!"
"Oh... It was fun... Juz came bk yest... Bought lotsa snacks bk... Haha, u wan some...",哎呀 … 很 有趣 … 我 昨天 回来 了 … 买 了 很多 零食 回来 了 … 哈哈 ， 你 要 一些 吗 ？,"Ahah, fun la... Juz back yest... Kai many snacks lah... Hahaha, u want some leh... (Hanzi Pinyin: ""hān hān, jiù huí qīn tiān... kǎi huì duō shǎo kǎo shān... hā hā hā, nǐ xiǎng jiù yī xiǎng ma..."")","Haha, u was fun... Juz came bk yest, got lotsa snacks bk, wanna share some..."
"Yo yo, supper tonight  <#> pm yassin 好吗?",yo   yo ， 今晚 晚餐 < # > 点 Yassin 好 吗 ？,"Ah mah, dinner tonight 8pm ya Yassin la?","Yo yo, dinner tonight 6pm yassin la?<#> yo, good ah?"
Feel like trying kadeem again? :V,再次 尝试 卡德 姆,想试试再来一回kadeem ah?,"想试试再玩一次咖迪姆 lagi ba, :v"
I hv decided nt to see any seriel til boards bcz dey wast alot ov tym.,我 已经 决定 不再 看 电视剧 ， 因为 他们 浪费 了 很多 时间 。,我决定了不会看任何电视剧了，因为它们浪费了太多时间。,"I hv decided nt to see any seriel til boards bcz dey wast alot ov tym, meaning I've decided not to watch any series til boards because they waste alot of time."
WHAT I DON'T BELIEVE THEM!,我 不信 他们 ！,Me no trust la they!,"I NO trust ""them!"", can't lah believe, so I say I don't believe ""them!"""
huh.. so today u bettin again? wat ya wanna bet...,今天 你 还 赌 吗 ？ 你 想 赌 什么 ？,"Dun worry lah, today Ah Beng wanna bet on ""天下大势，分清善恶"" kena or not leh, you wanna put in $10 or $20?","Today u wanna bettin again ah? Bet... $ on something lah, or u just wanna bet for fun again?"
Opps super tired I mean,哎呀 我 太 疲劳 了 我 意思 是,"Oops lah, super liao, meh mean ""Ah, so tired lah, ah mean""","Oops lah, I so tired ah, I mean I really wanna rest now, but I still want to say I tired lah, no lah, I mean I very tired, I want to say ""I tired"" but I mean I wanna rest now, no worries, I just wanna say ""I tired lah"" and mean it."
Do you need some nail polish drying spray? They are on crazy sale in Aldi!,你 需要 一些 指甲油 干燥 喷雾 吗 ？ 阿尔迪 现在 有 疯狂 的   sale ！,"Need some ""dai li"" (nail polish drying spray) lor, got on sale mah in Aldi, price super ""cheap cheap""!","""Hey, you need lor get some drying spray ah? **They** got crazy sale in Aldi! **Sale** now on **in** store, must go grab one fast!"""
"oh ya, so ur flu all cured?",没有 我 是 人工智能 ， 不会 患有 流感,"Ahah, ""flu"" become ""flu mah already"" lah, so ""oh ya, so ur flu all cured?"" translate into Chinese is """"你的流感都好啦?"""", but in Singlish code mix, it become """"flu mah already"" lor, no worry lah!""","Ya, fever no more now, health all cured?"
"Hi <name>! I'll help u ask <name> and let u know. I shld be able tomake it. Your plan sounds interesting:) btw, need any financialsubsidy? Haha. Does <name> need anything?",你好 ！ 我会 帮助 你 问问 和 回知 。 我 的 计划 应该 能 赶上 。 你 的 计划 听 起来 很 有趣 ： )   btw ， 需要 任何 财务 补助 ？ 哈哈 。 < name > 需要 什么 ？,"Ni hao <name>! Ah'll help u ask <name> leh, let u know la. Ah shd be able to make it, plan sound interesting leh :). By the way, need any financial xiǎngshǎng (subsidy) ah? Haha. <name> need anything boh?","Hi Ah Beng! I'll help u ask Ah Seng lah and let u know, i shld be able to tomake it. Your plan sounds interesting:). Btw, need any financial subsidy ah? Haha. Does Ah Seng need anything?"
Hey can meet for TIP after roll call at  <DECIMAL>,你好 ， 可以 在 叫 名后 TIP 会面 于 < 十进制 >,"Hey, can meet for TIP after roll call at 8点 (8 point) lah.","Hey lah, can meet lah after roll call at 3.5 okay, TIP later."
"Hey... There are 2 options... 1st. Sat we go for jazz pilates and yogasana or nb from 1130 to 4/5pm at bugis. Sunday we go for free abt, NB hip hop and yoga",Saturday ： 我們 去 做 爵士 瑜伽 和 瑜伽 技巧 ， 或者 从 11 : 30 到 4 / 5 点 在 bugis 。 Sunday ： 我們 去 免费 ABT ， NB   hip   hop 和 瑜伽 。,"Hai... Got two option la... Sat we go do jazz pilates and yogasana or stay back from 1130 to 4/5pm at Bugis one. Ah, Sunday we go free ah, go for NB hip hop and yoga lah.","Here's the translation:

""Hey... Got two options leh. Sat we go do jazz pilates and yogasana lah, or from 11:30 to 4/5pm at Bugis. Sunday we go free abt, NB hip hop and yoga tiam."""
"Woah, gg! Must bring fbo right?",哇 ， gg ！ 必须 带 fb 了 吗 ？,"Wah, well done lah! Must bring fbo (family bring over) ah, for celebrate ni!","""Woah, gg! Must bring fbo right?"" translates to: ""哇，厉害了！必须拿FBO回去吗?"""
What? I not free to plan.,我 没有 自由 计划,"""我没自由计划 lah.""","""What?"" I not free to plan la."
Dear I reach home le! Hee. Eat ur supper! Muackss,亲爱 的 ， 我 回家 了 ！ 嗨 。 吃 你 的 晚饭 ！ 吻 你,"Dear, ah reach home lah! Hee. Eat ur supper lah! Muahss!","Dear ah, I reach home le! Hee. Eat ur supper! Muackss."
Thank you soo much for the dinner.. I really enjoyed it.. You are a very kind good person :),感谢 你 为 我 准备 的 晚餐 ， 我 真的 非常 享受 它 。 你 是 一个 非常 善良 的 人 ！,"Xie xie la, dinner very nice leh, I super enjoy la! You very nice person, so kind la, thank you very much lah!","Thank you soo much lah for the dinner.. I really enjoyed it la, you are a very kind person :), thanks to you, I feel happy leh, you very good host, I appreciate it, you make me feel like home, thanks again, you very kind good person :)."
ll be helping her out on some of the days. hope to see you all there.,我 将 在 某些 天 帮助 她 。 希望 见到 你们 所有人 。,我帮她出力某几天，希望能see all of you at dat event.,"""Ahoy, will lah help her out on some days, hope to see you all there lah, be sure to come, okay!"""
Just checked. Dun have sia,不要 检查 我,"Check la, no have lah.","No words wanted, but here's the translation with a hint of Singlish: 
""Check la, no reward sia"""
Doing last min project. Wat where u doing,做 最后 一分钟 的 项目 。 您 做 什么 ？,"做着最后min的project la. U now doing wat, leh?","Lah, now I'm busy with last min project, wat you doing now, just chill or still busy with last min project too, oh yeah, I'm doing last min effort for project, got min to do, you know la, last minute project, just doing last min work now."
Oh and do advise me on some of the interview tips. Haha.,"Here   are   some   interview   tips :     1 .   Prepare ,   prepare ,   prepare :   Research   the   company ,   practice   answering   common   interview   questions ,   and   review   your   resume   and   cover   letter .   2 .   Dress   professionally :   Wear   business   attire   that   is   clean   and   well - fitting .   3 .   Be   on   time :   Plan   to   arrive   10 - 15   minutes   early   to   show   that   you   are   responsible   and   punctual .   4 .   Be   confident :   Make   eye   contact ,   stand   up   straight ,   and   speak   clearly .   5 .   Show   enthusiasm :   Demonstrate   your   passion   for   the   company   and   the   role .   6 .   Be   prepared   to   ask   questions :   Prepare   a   list   of   questions   to   ask   the   interviewer ,   such   as   "" What   are   the   biggest   challenges   facing   the   company / department   right   now ? ""   or   "" What   opportunities   are   there   for   professional   development ? ""   7 .   Follow   up :   Send   a   thank - you   note   or   email   to   the   interviewer   after   the   interview   to   express   your   gratitude   and   reiterate   your   interest   in   the   role .     Here   is   the   translation   of   the   interview   tips   in   Chinese :     1 .   准备 ， 准备 ， 准备 ： 了解 公司 ， 练习 回答 常见 面试 问题 ， 复习 简历 和 封面 信 。   2 .   穿着 职业装 ： 穿着 干净 整洁 的 商务 服装 。   3 .   及时 到达 ： 计划 早到 10 - 15 分钟 ， 以 表明 你 是 负责 任 和 守时 的 。   4 .   自信 ： 保持 眼神 接触 ， 直立 身体 ， 清晰 发音 。   5 .   表现 热情 ： 展示 对 公司 和 职位 的 热情 。   6 .   准备 问题 ： 准备 一份 问题 清单 ， 例如 “ 公司 / 部门 当前 面临 的 最大 挑战 是 什么 ？ ” 或 “ 职业 发展 的 机会 有 哪些 ？ ”   7 .   跟进 ： 在 面试 后 发送 感谢信 或电子邮件 ， 以 表达 感谢 和 重申 对 职位 的 兴趣 。","Okay lah, got it! Here's some interview tips in Singlish:

""Before go interview, must prepare good lah, research company profile, practice answer questions, dress nicely, show confidence, speak clearly, don't forget smile, and always be positive, okay?""

Romanized Chinese: """" 
Translation: """"","Before go for interview, got some advice lah, here got some good **interview** tips. **The** key is to be confident and show genuine interest in the company, also prepare some good questions to ask, like ""What's the company culture like?"" and ""What's the future plan for the team?"""
