original_l1,original_l2,sent_1,sent_2,chosen,lang
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, UK's government lor, leh keep domestic economy stable leh, no let outflow of capital occurring, and keep market system stable leh.",目前，因為英國的房價在跌，資本外流開始出現，保持本地經濟和市場系統穩定是英國新政府的首要任務。,sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,现时英国房价下跌，资本外流开始，稳定国内经济和市场系统是英国新政府的首要任务。,"Currently, 由于 property prices 在 UK 下降， outflow of capital 开始 occurring, 所以 keeping domestic economy 和 market system stable 是 UK's 新政府的 top priority.",sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Current Britain property price down, money start flow out, stable domestic economy and market system become Britain new government's top priority leh!","Currently, UK 的 property prices are falling, and capital outflow 开始 occurring, 所以要保持 domestic economy 和 market system 的稳定是新政府的首要任务。",sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, 由于 property prices 在 UK 下降， outflow of capital 开始 occurring, 所以 keeping domestic economy 和 market system stable 是 UK's 新政府的 top priority.","Currently, UK 的 property prices are falling, and capital outflow 开始 occurring, 所以要保持 domestic economy 和 market system 的稳定是新政府的首要任务。",sent_1,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"“ Currently, UK 房地产 prices 下跌, 资金 开始 流出, 稳定 国内 经济 及 市场 体系 成为 新政府 的 当务之急.”",目前，因為英國的房價在跌，資本外流開始出現，保持本地經濟和市場系統穩定是英國新政府的首要任務。,sent_1,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,现时英国房价下跌，资本外流开始，稳定国内经济和市场系统是英国新政府的首要任务。,"""Current Britain property prices drop, money flow out, lor, stable domestic economy, domestic market system become Britain new gov's top priority, leh!""",sent_1,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, UK property prices ah are falling leh, capital outflow starts occurring, so UK government must keep domestic economy and market system stable lor.",目前，因為英國的房價在跌，資本外流開始出現，保持本地經濟和市場系統穩定是英國新政府的首要任務。,sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Ah beng, currently Britain's property market prices down ah, money start flow out, stable domestic economy and market system become Britain new government's top priority leh, “ gotta stabilize the housing market, can't let the funds flow out, gotta make the domestic economy stable, can't let the prices fall, gotta start with the property market, leh!","Currently, UK 的 property prices are falling, and capital outflow 开始 occurring, 所以要保持 domestic economy 和 market system 的稳定是新政府的首要任务。",sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Current Britain property price down, money start flow out, stable domestic economy and market system become Britain new government's top priority leh!","“ Currently, UK 房地产 prices 下跌, 资金 开始 流出, 稳定 国内 经济 及 市场 体系 成为 新政府 的 当务之急.”",sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, UK 的 property prices are falling, and capital outflow 开始 occurring, 所以要保持 domestic economy 和 market system 的稳定是新政府的首要任务。",目前，因為英國的房價在跌，資本外流開始出現，保持本地經濟和市場系統穩定是英國新政府的首要任務。,sent_1,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, UK's government lor, leh keep domestic economy stable leh, no let outflow of capital occurring, and keep market system stable leh.","""Now, UK 房地产 prices drop, funds starting to flow out, stabilizing domestic economy and market system become the urgent task for UK 新政府.""",sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Ah beng, currently Britain's property market prices down ah, money start flow out, stable domestic economy and market system become Britain new government's top priority leh, “ gotta stabilize the housing market, can't let the funds flow out, gotta make the domestic economy stable, can't let the prices fall, gotta start with the property market, leh!","""Current Britain property prices drop, money flow out, lor, stable domestic economy, domestic market system become Britain new gov's top priority, leh!""",sent_2,English-Chinese
"""Currently, since property prices in the UK are falling and outflow of capital starts occurring, keeping domestic economy and market system stable has been the top priority of the UK's new government.",“ 目前 英国 房地产 价格 下跌 、 资金 开始 流出 ， 稳定 国内 经济 及 市场 体系 成为 了 英国 新政府 的 当务之急 。,"Currently, UK property prices ah are falling leh, capital outflow starts occurring, so UK government must keep domestic economy and market system stable lor.","Currently, 由于 property prices 在 UK 下降， outflow of capital 开始 occurring, 所以 keeping domestic economy 和 market system stable 是 UK's 新政府的 top priority.",sent_2,English-Chinese
"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"When we stand by the roadside waiting for the guiding light, a Swiss cyclist ask, ""You guys think Ivan aware or not that he not in charge of a bunch of kids?""",当 我们 站 在 路旁 等待 穿越 的 指示 时， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令？”,sent_2,English-Chinese
"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"When 我们 stand at lor lor road 等待 lor lor signal, one Swiss uncle ask: ""You guys think Ivan know or not know he no boss around one group of kids?""","""La do Ivan understand he not talking to small kid?"" Swiss cyclist ask, we stand road side wait signal cross.",sent_1,English-Chinese
"""Do you think Ivan realises he is not speaking to a group of children?"" a Swiss cyclist asks, as we stand beside the road waiting for the signal to cross.",当 我们 站 在 路旁 等待 穿越 的 指示 时 ， 一位 瑞士 骑手 问道 ： “ 你们 觉得 伊凡 有没有 意识 到 他 不是 在 对 一群 孩子 发号施令 ？ ”,"When we stand by the roadside waiting for the guiding light, a Swiss cyclist ask, ""You guys think Ivan aware or not that he not in charge of a bunch of kids?""","""你觉得 Ivan 有没有意识到他不是在跟一群小孩讲话?"" 一位瑞士骑士问, 我们在路边等信号过马路。",sent_1,English-Chinese
